statement_id,account_iban,entry_seq,entry_reference,booking_date,value_date,credit_debit,amount_minor,currency,end_to_end_id,uetr,bank_reference,remittance_information,debtor_name,debtor_bic,rail
CAMT053-HBL-2026-07-30,PK36HABB0000009988776655,102,HBL2026073000102,2026-07-27,2026-07-27,CRDT,150000,PKR,E2EP26000370102,,BREF0000102,CHALLAN 41011400001606295,,HABBPKKA,IBFT_1LINK
CAMT053-HBL-2026-07-30,PK36HABB0000009988776655,103,HBL2026073000103,2026-07-29,2026-07-29,CRDT,2810000,PKR,E2EP26000380103,11b8da89-a544-4c03-8653-4cfd6d7a1cea,BREF0000103,OVERPAY PSID 31011200002288756,,UNILPKKA,RAAST
CAMT053-HBL-2026-07-30,PK36HABB0000009988776655,104,HBL2026073000104,2026-07-29,2026-07-29,CRDT,3640000,PKR,E2EP26000390104,484605f4-b2aa-4e84-89f8-cbfa4581b391,BREF0000104,OVERPAY PSID 31011200002317567,,NBPAPKKA,RAAST
CAMT053-HBL-2026-07-30,PK36HABB0000009988776655,105,HBL2026073000105,2026-07-30,2026-07-30,CRDT,1355000,PKR,E2EP260003A0105,,BREF0000105,TOKEN TAX 31010900000272949,,HABBPKKA,IBFT_1LINK
CAMT053-HBL-2026-07-30,PK36HABB0000009988776655,106,HBL2026073000106,2026-07-29,2026-07-29,CRDT,37110000,PKR,E2EP260003B0106,,BREF0000106,BULK WHT FILE BULK-2026-07-29-0001 12 CHALLANS,,SCBLPKKX,PRISM_RTGS
CAMT053-HBL-2026-07-30,PK36HABB0000009988776655,107,HBL2026073000107,2026-07-28,2026-07-28,CRDT,121419500,PKR,E2EP260003C0107,,BREF0000107,CHEQUE 004821 Habib Bank Limited 3 CHALLANS,,ALFHPKKA,CHEQUE_CLEARING
CAMT053-HBL-2026-07-30,PK36HABB0000009988776655,108,HBL2026073000108,2026-07-28,2026-07-28,CRDT,63200000,PKR,E2EP260003D0108,,BREF0000108,PAY ORDER PO-778120 CUSTOMS DUTY,,ALFHPKKA,CHEQUE_CLEARING
CAMT053-HBL-2026-07-30,PK36HABB0000009988776655,109,HBL2026073000109,2026-07-29,2026-07-29,CRDT,50000000,PKR,E2EP260003E0109,,BREF0000109,DD-991204 TENDER SECURITY BOR-T-2026-77,,FAYSPKKA,CHEQUE_CLEARING
CAMT053-HBL-2026-07-30,PK36HABB0000009988776655,110,HBL2026073000110,2026-07-30,2026-07-30,CRDT,4750000,PKR,E2EP260003G0111,,BREF0000110,TOKEN TAX LEA 17 1000 PAYMENT AHMED,,MUCBPKKA,PRISM_RTGS
CAMT053-HBL-2026-07-30,PK36HABB0000009988776655,111,HBL2026073000111,2026-07-16,2026-07-16,CRDT,12500000,PKR,E2EP260003H0112,,BREF0000111,TAX PAYMENT AHMED,,FAYSPKKA,PRISM_RTGS
CAMT053-HBL-2026-07-30,PK36HABB0000009988776655,112,HBL2026073000112,2026-07-30,2026-07-30,CRDT,19200000,PKR,E2EP260003K0114,ec2dee3f-bf53-402e-8bea-a83e6e07e407,BREF0000112,PSID 22010800000305128 SINDH SALES TAX ON S,,HABBPKKA,RAAST
CAMT053-HBL-2026-07-30,PK36HABB0000009988776655,113,HBL20260730UNK01,2026-07-30,2026-07-30,CRDT,4750000,PKR,,,BREF0000113,TOKEN TAX LEA 17 1000 PAYMENT AHMED,AHMED,UNILPKKA,PRISM_RTGS
CAMT053-HBL-2026-07-30,PK36HABB0000009988776655,114,HBL20260730UNK02,2026-07-30,2026-07-30,CRDT,12500000,PKR,,,BREF0000114,TAX PAYMENT AHMED,AHMED,UNILPKKA,PRISM_RTGS
